"","Token_ID","Year","Corpora","Source","Context","Code","tokenType"
"476",476,2006,"MAG","Money","  have more. Try counting your blessings. Literally. Sit down and make a short list of the things you're grateful for, from your garden to your kids","S","short"
"477",477,2016,"MAG","Huffington Post","  manipulate a nation's anger and frustrations at faulty governance in pursuit of one's short political career, at the expense of the country's long-term health and the planet","T","short"
"478",478,2002,"MAG","NaturalHist","in Plumas National Forest, are two other areas worth visiting. One is a short trail to Frazier Falls, a 176-foot cascade. The other is the Red Fir","S","short"
"479",479,2005,"SPOK","NBC_Today","  n't work. Mr-GREENE: We know dieting doesn't work. It's a short term solution, and you -- you know better than anyone, that you see","T","short"
"480",480,2011,"FIC","NewEnglandRev","  after that. Petey's there and he's wearing shiny red heels and a short pleated skirt. He's doing this dance that involves a shoulder shimmy and a","S","short"
"481",481,2017,"MAG","Huffington Post","  tomato Ragu, parmesan cheese and basil, along with the hearty Red Wine Braised Short Rib with parsnip puree, oyster mushrooms, crisp parsnip, and horseradish gremolata.","F","short"
"482",482,2017,"MAG","Daily Beast","  I mean, we built this shit. "" # Indeed, at times the short concert -- part of the Red Bull Music Academy Festival -- felt like a mixture","T","short"
"483",483,2004,"FIC","Bk:MutantMessage","  and two Aboriginal women stood up as we approached. They were both middle-aged, short, scantily clad, wearing warm smiles of welcome. One wore a headband that","S","short"
"484",484,1994,"MAG","Astronomy","  , and supergiants by further fusion reactions. "" Burning "" helium provides only a short supply of energy, so the red giant lasts only a brief time. The","T","short"
"485",485,2012,"SPOK","NPR: Fresh Air","  spirit of chemical warfare that was being developed at the arsenal already. Long story short, it catapulted a whole new line of research, which is this notion of","T","short"
"486",486,2006,"SPOK","NPR_Daybreak","  winner or loser. If there's no decision, I can give it a short round when I have to, if somebody takes a punch that they shouldn't","T","short"
"487",487,2007,"SPOK","PBS_Newshour","  it anew with your imagination. JEFFREY-BROWN: He illustrated how this works with a short passage from his poem "" Twigs. "" TAHA-MUHAMMAD-ALI (through translator): ""","B","short"
"488",488,2011,"FIC","LiteraryRev","  ; rather, he stared harder at the slight wrinkles around her mouth and the short, quick movement of her eyes as they moved across the page. # Keith","T","short"
"489",489,2006,"FIC","NewEnglandRev","  her neck and Sheila because she believed they made her forearms, which were unusually short, appear even more so. Together, they prepared coffee and a plate of","S","short"
"490",490,2013,"MAG","HistoryToday","also reigned as the Queen of Kgypt in 30 BC, if only for a short while. Consequently she possessed enough prestige to rule alongside her husband as a queen","T","short"
"491",491,2016,"FIC","New England Review","  man, who being fond of mails, but more of females, takes a short look at the mails, and a long look at the girls, much to","T","short"
"492",492,1996,"SPOK","ABC_GMA",": Oh, really? TOMMY HILFIGER: And the sizes begin at about 36 short on up. But it would give him a very large selection. SPENCER CHRISTIAN","S","short"
"493",493,2016,"MAG","Business Insider","  R. R. Martin. # While most of the books are made up of individual short stories, they generally focus on a central theme or event. There were also","F","short"
"494",494,2002,"FIC","ChicagoRev","  said "" Stralsund. "" Falk woke up, looked at me apathetically for a short moment, then reached for my wrist and, with malicious shrewdness, asked:","T","short"
"495",495,2016,"MAG","Bleacher Report","  enjoyed a fantastic season with the Partenopei, but once again, Napoli fell just short of winning the Serie A title, as Juventus passed them in the standings on","O","short"
"496",496,1996,"MAG","Bicycling","  miles. This dumps us out at the trailhead to Cascade Falls, where a short cliffside hike brings us to the headwaters of the Virgin River, the deceptively gentle","B","short"
"497",497,2013,"SPOK","Fox: The Five","  same thing because they -- (CROSSTALK) TANTAROS# I don't want to see you in short shorts, that's for sure, or high heels. You're up next","S","short"
"498",498,2000,"MAG","Atlantic","  , clock-towered mosque fresh after a bath. Rohinton Mistry's weakest work is the short story "" Swimming Lessons. "" Most of the other stories in his collection are","F","short"
"499",499,2010,"SPOK","ABC_GMA","'re blameless. CARRIE-FISHER-1'W# Blameless? No. Look at them. COLIN-QUINN-1'COL: LONG STORY SHORT "") She does not look, but why can't they, they're","T","short"
"500",500,1994,"MAG","Skiing","  up and heat escaping at the waist, none of our testers was crazy about short jackets, as they ride up all the time. Even the best short jackets","S","short"
"501",501,1993,"FIC","Bk:ThoseWhoHunt","know. "" Ralphie however could not get people interested in the benefit on so short notice? not before January 17. He told Bines to wait, and that","T","short"
"502",502,2009,"FIC","Commentary","  her destination, then cupped her hand around the baby's head as he stopped short. DID YOU HEAR about this little girl who disappeared? "" Jean asked Meir","B","short"
"503",503,1991,"FIC","KansasQ","  better when Momma is in her chair with her feet hanging humbly, four inches short of the floor. # "" I just want you to marry someone suitable,","S","short"
"504",504,2007,"MAG","RollingStone","  start to focus on the evidence - then even evidence from Mother Nature that falls short of a Katrinascale catastrophe reinforces the message. The heat wave last summer didn't","O","short"
"505",505,1996,"FIC","ParisRev","  confirmed the pronunciations of cadavere and coffina in my handy plastic-coated dictionary and compiled a short list of new words I might now need. And while the Italian police put","B","short"
"506",506,2017,"FIC","Bk:FromBagsToRiches","  on the desk. "" Piper Brunetti. "" # Piper flicked a wisp of her short copper hair and darted her green gaze to the wall behind Jessie. "" What","S","short"
"507",507,2007,"MAG","HarpersMag","  five years before I start high school.) Few hyperactive energized pathways, in short. Played fine "" Wonderful One "" -no sloppy vibrato-on borrowed Olds trombone. No","T","short"
"508",508,1996,"SPOK","PBS_Newshour","  in Israel. Do you agree with that, that it is a short, short fuse now? SEC-CHRISTOPHER: I think we have to move very dramatically and effectively","T","short"
"509",509,2014,"FIC","Ploughshares","  's dining room. "" The tournament is legendary, and Smitty's usually at short, "" my father explained. "" But he's treating a whole family with","U","short"
"510",510,2001,"SPOK","CNN_Q&A","  stations and other nuclear facilities because they're definitely widely considered to be on a short list of potential terrorist targets. Having said that, having that level of security","F","short"
"511",511,1991,"MAG","TIME","  's to execute. "" And so he does. After directing -- on perilously short notice -- the biggest buildup of U.S. forces since Vietnam, Schwarzkopf is orchestrating a","T","short"
"512",512,1990,"MAG","ChangingTimes","  And you'll see how a fund did in comparison with others over both the short and long terms. # Some funds were purposefully omitted -- money-market funds and single-state","T","short"
"513",513,1991,"FIC","BkSF:Outlander","  , I'll be happy t' take' is place! "" offered a short dark-haired youth. "" Nay, nay,' e's no good, lass","S","short"
"514",514,2012,"SPOK","NPR_FreshAir","  The High-Flying History of America's Most Enduring Hero. "" Let's take a short break here, and then we'll talk more about Superman. This is FRESH","T","short"
"515",515,1996,"FIC","Mov:IntolerableCruelty","  # RAT (V.O.) # (urgent) She's working the mid-cabin. Short blonde hair, five six. # # GRANT # Okay. I'll have","S","short"
"516",516,1993,"SPOK","Ind_Geraldo","  denim dress. MELANIE: She will never let me buy anything that's really short and with no sleeves. RIVERA: OK. Now, let me -- let","S","short"
"517",517,1995,"FIC","AntiochRev","  Sentiment, to him, was insight, as sentimentality was willful blindness. In short, it was not possible that he committed piracy and murder. The essence of","T","short"
"518",518,1997,"MAG","PopScience","  McKay team interprets the three things it saw: first, molecules called PAHs (short for polycyclic aromatic hydrocarbons), which McKay and his colleagues believe were formed from","B","short"
"519",519,1997,"MAG","SkyTelescope","  MAJORITY As far-reaching as Giacconi wanted the HST amateur program to be, it fell short of expectations. When the call for proposals went out, the review committee did","O","short"
